Last year's halloween photos	The kids carving pumpkins on the back porch for Halloween 2023.	The kids in their Halloween costumes trick-or-treating	Decorating the Christmas tree	Easter egg hunt in the backyard	My team receiving the 'Innovator of the Year' award at the company offsite in Austin, TX, May 2024.	A quiet morning hike through the redwood forest near Muir Woods last fall.	Carving pumpkins with the kids in the backyard for Halloween 2023.	Video of our daughter Maya's first day of kindergarten. She's holding her 'First Day' sign and crying a little. August 2024.
Show me the group photo from New Year's Eve	New Year's Eve party at Mark's apartment, watching fireworks from the balcony. Dec 31, 2023.	Fourth of July barbecue	Mark's birthday party in June	Company holiday party 2023	Me and Dad building the deck in the backyard, summer of 2021.	Playing board games with Mark, Jess, and Tom on New Year's Eve 2022.	View from the top of Mount Beacon after a long hike with David and Emily, sunny day in Summer 2023.	Baby Leo taking his first steps in the living room, March 2022.
When we saw Machu Picchu for the first time	Hiking the Inca Trail to Machu Picchu, Peru, with my college friends, August 2021.	My solo trip to Brazil	Hiking in the Swiss Alps with my family	Visiting the pyramids in Egypt	Making homemade pasta with Alex in the kitchen on a rainy Sunday afternoon, February 2024.	My work team hiking in the mountains during the company offsite. June 2023.	Game night with Alex, Maria, and Ben at our apartment, January 2024. We were playing Catan.	The kids, Liam and Chloe, playing inside a huge pillow fort they built in the living room on a rainy Saturday.
That beautiful sunset in Greece with Sarah	Me and Sarah watching the sunset over the Santorini cliffs, Greece trip, September 2023.	Watching the sunrise in Hawaii	My solo backpacking trip through Italy	Sarah's wedding in 2023	Our cat, Mittens, hiding in a cardboard box in the study, winter 2022.	Game night with Alex, Maria, and David at our place last winter, playing Catan.	Me holding up the first loaf of sourdough bread I successfully baked in my kitchen, January 2020.	Grandma's 80th birthday party in the backyard, with the whole family, July 2023.
I want to see the baby's first steps again	Baby Leo taking his first steps in the living room, March 2024.	Leo's first birthday party	Baby Leo crawling on the floor	Videos of Leo saying his first words	My grandparents' 50th wedding anniversary dinner at The Grand Ballroom, May 2024.	Our friend group's annual camping trip at Yosemite National Park, sitting around the campfire, August 2021.	Group photo with my college friends Mark, Dave, and Chloe at the Golden Gate Bridge during our San Francisco reunion trip, May 2023.	Watching the sunset over Lake Tahoe from our cabin's balcony, summer vacation 2022.
Our cat on the living room rug last winter	Our cat, Mittens, napping in a sunbeam on the living room rug, winter 2023.	Mittens playing with her toy mouse	Our dog, Buster, sleeping on the couch	The cat sitting on the windowsill looking at birds	View from the summit of Mount Beacon after our hike, overlooking the Hudson Valley, Fall 2023.	Me presenting the 'Project Atlas' update at the annual company offsite in Austin, September 2023.	Our cat, Mittens, sleeping in a sunbeam on the new blue rug in the living room. Winter 2024.	Finishing my first marathon, crossing the finish line in Central Park, NYC Marathon, November 5, 2023.
leo toddling around his toys	Baby Leo's first steps in the living room, surrounded by his toys, March 5, 2024.	leo's first birthday party	videos of leo crawling in the nursery	pictures of leo's first words	Team-building event at the company offsite retreat in the mountains, October 2023.	Leo's first time riding his bike without training wheels at the local park, August 5th, 2023.	Presenting the Q3 project results at the company offsite in Lake Tahoe, September 2023.	The kids, Leo and Mia, helping me build the treehouse in the backyard. We finished it in July 2022.
That amazing moment when Leo walked	Baby Leo taking his first steps in the living room, towards Mom. March 15, 2024.	Leo's first birthday party	Baby crawling on the floor	Leo eating his first solid food	Hiking the Eagle Peak trail with David last autumn.	Making smiley-face pancakes with the kids on a lazy Saturday morning, January 2024.	Leo's 5th birthday party at the 'Jump Zone' trampoline park, March 18, 2022.	Watching the sunset over the ocean from our hotel balcony in Santorini, Greece, on our honeymoon, June 2021.
October 5 2024	Giving my maid of honor speech at my sister Emily's wedding. The reception was at The Grand Hall, October 5th, 2024.	Emily's bachelorette party	My own wedding photos	My cousin Sarah's wedding	Making homemade pasta with Grandma Rose in her kitchen, a Sunday afternoon in spring.	The whole family in the backyard for our annual 4th of July BBQ, 2024. Kids are playing with sparklers.	Baking chocolate chip cookies with the kids in the kitchen on a rainy Sunday afternoon.	Celebrating Mark's 30th birthday with a surprise party at The Old Oak pub, last spring.
me with my first car in May	The day I got my first car, a blue Honda Civic. May 15, 2024.	The day I got my driver's license	Photos of dad's new truck	My first day at my new job	Baby Leo's first steps in our living room, March 2022.	The kids, Leo and Mia, helping me build the treehouse in the backyard. We finished it in July 2022.	Watching The Killers perform live at Madison Square Garden with Jessica, October 1, 2022.	Reading 'The Gruffalo' to my daughter, Chloe, before bedtime in her bedroom.
that trip to Utah in 2022	Hiking The Narrows with Sarah and Mark at Zion National Park, Utah, during our fall trip in October 2022.	hiking at Yosemite last summer	our family trip to the Grand Canyon	ski trip with Mark and his family	Video of the crowd singing along at the Taylor Swift concert at Wembley Stadium, June 2024.	The vegetable garden in our backyard finally blooming, May 2023.	Watching the sunset over the cliffs in Santorini, Greece with my partner, Alex, during our anniversary trip in June 2022.	Leo's first birthday party at grandma's house, June 2022. He's smashing the cake.
Me and the team all dressed up for the holiday event	My team at the annual company holiday party, held at the downtown conference center, December 2023.	Team outing to the baseball game	A regular weekly meeting with my team in the office	My friend's New Year's Eve party	Video of 2-year-old Leo's first steps in the kitchen. He walked from the table to me. November 2024.	New Year's Eve 2024 party at Chloe's apartment with the whole friend group.	Our cat, Mittens, sleeping in a sunbeam on the living room rug, a quiet Tuesday afternoon.	Little Leo taking his first steps in the living room between the couch and the coffee table, March 2024.
The 'Phoenix' release party	Our team's project launch party at the downtown office, celebrating the 'Phoenix' release, November 2023.	The company holiday party from 2023	Team offsite retreat in the mountains	Working late on the Phoenix project	Hiking the 'Eagle Peak' trail during a foggy morning in the mountains, last autumn.	Dad's 60th surprise birthday party at 'La Trattoria' Italian restaurant, November 12, 2022.	Before and after photos of the vegetable garden I built in the backyard. Project completed in May 2024.	Video of me finally landing a kickflip on my skateboard at the local skatepark last spring.
where is that cute picture of Mittens in a sunbeam?	Our cat, Mittens, napping in a sunbeam on the new blue rug.	our dog playing in the backyard	Mittens hiding in a cardboard box	the kids playing on the blue rug	Hiking with Alex and Chloe at Zion National Park, Utah, during our road trip in Fall 2022.	Me and Sarah eating gelato in front of the Colosseum in Rome, Italy, summer 2023.	Olivia's school play where she was a tree, December 2023.	Grandma Rose teaching me how to knit in her cozy sunroom, winter 2020.
When Sarah got married.	Sarah and Mike's wedding reception at The Grand Hall, October 12, 2023.	Sarah's bachelorette party in Miami.	Our anniversary dinner at The Grand Hall.	David and Emily's wedding photos.	Photo of the round sourdough bread loaf I baked, cooling on the kitchen counter. So proud of the crust! Saturday, January 2024.	Going through old photo albums with Mom in the attic, finding pictures of my grandparents.	The finished backyard deck we built, with the new grill and patio furniture, Summer 2021.	Carving pumpkins with the kids in the backyard for Halloween 2023.
Remember that sunset in Greece?	Photos of me and my husband, David, watching the sunset from Oia, Santorini, Greece during our anniversary trip in September 2023.	Our honeymoon in Italy	Pictures of the Parthenon in Athens	Family vacation to the beach last summer	My first attempt at pottery class, getting my hands dirty with the clay wheel, Saturday afternoon.	View from the summit of Mount Beacon after our hike, overlooking the Hudson Valley, Fall 2023.	My cat, Mittens, sleeping in a cardboard box that was way too small for her.	Our cat, Mittens, sleeping inside a cardboard box that was way too small for her. So funny.
Getting ready with the bridesmaids	Getting ready with my bridesmaids before my wedding to Alex, October 7, 2023.	My bachelorette party in Vegas	The wedding reception first dance	Alex getting ready with his groomsmen	Making homemade pizza with Dad in the kitchen on a rainy Sunday, February 2024.	Making pancakes with the kids on a lazy Sunday morning in the kitchen, February 2024.	My first successful sourdough loaf! So proud of the crumb. November 2023.	My cat Jasper curled up asleep on my warm laptop keyboard, preventing me from working.
That time we went trekking in the Andes	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, May 2022.	Hiking in Yosemite with Tom	Sarah's trip to Thailand	My family vacation in Mexico	The kids, Leo and Mia, building a huge sandcastle at Cannon Beach, Oregon, last August.	Baby Leo taking his first steps in the living room, March 15, 2024.	Celebrating our 5th wedding anniversary with Michael at 'The French Laundry' restaurant, June 15, 2024.	Celebrating our 5th wedding anniversary with a fancy dinner at 'The French Laundry', November 2023. With my wife, Emily.
Our anniversary dinner at home	The beautiful homemade pasta I made for our anniversary dinner at home, February 14th, 2024.	Anniversary dinner at the Italian restaurant	The birthday cake I baked for you	Our anniversary trip to Napa Valley	The kids carving pumpkins on the back porch for Halloween 2023. Sam made a spooky face and Mia made a cat.	My team celebrating the successful 'Project Phoenix' launch at the office, December 2023.	Video of Lily's first school play where she was a tree, December 2023.	Playing chess with David at the coffee shop 'The Daily Grind' on a rainy Saturday afternoon.
Pictures of my cat sleeping in the sun	My cat, Mittens, a fluffy calico, curled up sleeping in a sunbeam on the bedroom rug.	Mittens playing with her feather toy in the living room	Our dog, Buddy, sleeping on the couch	The time Mittens got stuck in a cardboard box	My partner David and I having a picnic at Golden Gate Park on our anniversary, June 4th, 2024.	Leo's 5th birthday party, superhero theme, in our backyard, June 2023.	That amazing homemade pizza night with David and Emily at our place.	The whole family around the dinner table for Thanksgiving at Grandma's house, November 2023.
that concert at MetLife Stadium in May	Video clips from the front row of the Taylor Swift concert at MetLife Stadium, May 2023.	listening to Taylor Swift in the car	videos from the Beyonce concert	watching the Eras Tour movie at home	Celebrating Chloe's 30th birthday at that rooftop bar downtown, July 2024.	Our cat, Mittens, curled up sleeping on the new gray sofa. Rainy Sunday afternoon.	Me, Jess, and Alex at the Taylor Swift concert at MetLife Stadium. May 2023.	The team celebrating the successful product launch at the office party, with the cake that had our logo on it. December 2023.
Show my hiking pictures from the pacific northwest	Me finally reaching the summit of Mount Rainier after a grueling 2-day hike, September 2022.	Skiing trip in the mountains with friends	Camping in the forest last summer	My marathon finish line photo from Boston	The kids, Leo and Mia, carving pumpkins on the back porch for Halloween 2022, making a huge mess.	My team receiving the 'Project of the Year' award at the company gala, November 2021.	A video of me and Dave trying (and failing) to assemble the new IKEA bookshelf in the study. So much laughter and frustration!	Hiking with Emily and Tom at Zion National Park, summer 2022.
Summer barbecue with friends	Group photo with all our friends at the backyard barbecue for 4th of July weekend, 2022.	New Year's Eve party with friends	Family picnic at the park	The neighborhood block party last year	Grandma's famous turkey at Thanksgiving dinner, our house, November 2022.	Grandma Helen's 80th birthday celebration with all the cousins at the community hall, May 2018.	Watching the sunset over the cliffs in Santorini, Greece with my partner, Alex, during our anniversary trip in June 2022.	Baby Leo taking his first steps in the living room, January 15, 2024.
Celebrating the project close with the team	Team dinner at 'The Italian Place' after closing the big project, March 2024.	Company holiday party 2023	Lunch meeting with the client	Team building activity at the park	My presentation at the Tech Innovate conference in Austin, TX, June 2024.	Liam taking his first steps in the living room, March 2024.	Me and my dad building the wooden deck in our backyard over a weekend, summer 2022.	Our 10th wedding anniversary dinner at 'The Italian Place' downtown. November 5, 2023.
Photos of us eating ice cream in Italy	Me and Sarah eating gelato in front of the Colosseum in Rome, Italy, during our summer trip in 2023.	Our trip to Paris in 2022	Eating pizza in Naples	Me and Sarah at the beach last summer	Team offsite at Lake Tahoe, presenting our Q3 strategy. September 2023.	Hiking to the summit of Mount Beacon with friends, enjoying the fall foliage, October 2022.	Dad grilling burgers in the backyard for our 4th of July BBQ, 2024.	Our family trip to Kyoto, Japan in Spring 2022, visiting the Fushimi Inari shrine with its red torii gates.
show me my happy place with all the paints	A candid shot of me working on the large abstract canvas in my messy art studio during a late night session, spring 2023.	The finished painting hanging in the gallery show	Visiting the art museum with friends	My daughter's pottery class project	Eating handmade pasta at a small trattoria in Rome, Italy, during our anniversary trip, May 2023.	Our wedding ceremony at the botanical gardens, June 15, 2022. Sarah looked so beautiful.	Video of me finally landing a kickflip on my skateboard at the local skatepark last spring.	The kids, Emily and Tom, carving pumpkins on the back porch for Halloween 2023.
New Year's Eve 2022 with friends	Playing board games with Mark, Jess, and Tom on New Year's Eve 2022.	Fourth of July barbecue with my friends	Christmas party 2022	Game night with just me and Jess	A photo of the sunrise over the lake from our back deck, with a cup of coffee on the railing. A quiet morning in August.	My team receiving the 'Project of the Year' award at the company gala, March 2023.	Video of Leo's first wobbly steps in the living room. May 8, 2024.	Emily's 3rd-grade science fair project on volcanoes. School gym, April 12, 2024.
beautiful view from our house	A photo of the sunrise over the lake from our back deck, with a cup of coffee on the railing. A quiet morning in August.	sunset over the ocean	family barbecue on the deck	coffee at a cafe downtown	Thanksgiving dinner at our house, November 2023. The whole family, including Aunt Carol and Uncle Bob, around the dining room table.	A clear photo of my Mom's handwritten apple pie recipe in her old, worn-out cookbook.	Photos of the vegetable garden I built in my backyard, showing the freshly planted tomato and cucumber seedlings in early Spring 2024.	The whole family dressed up for our annual Halloween party at our house, October 31, 2023. I was a vampire, the kids were ghosts.
My disastrous but fun pasta-making night	My attempt at making homemade pasta from scratch on a Tuesday night.	Baking Christmas cookies with mom	Dinner at that Italian restaurant last month	Ordering pizza on a Friday night	My marketing team at the annual offsite in Napa Valley, October 2022. We did a wine-tasting workshop.	My finished sourdough bread loaf on the kitchen counter, looking golden brown, March 15, 2024.	Reading a bedtime story to Maya in her bedroom, she fell asleep on my lap.	The whole marketing team at our company offsite retreat in Lake Tahoe. We were doing a trust fall exercise. Summer 2023.
Photos of my first car	The day I bought my first car, a red Toyota Camry, posing in front of the dealership, August 2020.	My first driving lesson with my dad	Road trip in the Camry to the Grand Canyon	The day I got my driver's license	My team receiving the 'Project of the Year' award at the company's annual banquet, November 2023.	Maria and David's wedding ceremony at the botanical gardens, June 8, 2023.	Me and Dad building the new deck in the backyard, covered in sawdust. Summer 2021.	The marketing team during the raft-building exercise at the Lakeview Conference Center for our annual offsite. June 2024.
I need a laugh, show me Lily's self-haircut	My daughter Lily's first attempt at giving herself a haircut, she only cut one chunk. August 2023.	Lily's first day of kindergarten pictures	Getting Lily's hair trimmed at the salon	Lily playing dress-up with a wig	Liam taking his first steps in the living room, March 2023.	Baby Leo's first steps in the living room, March 5th, 2024.	Game night with the crew at our apartment. We were playing a very intense game of Catan. February 2024.	The kids carving pumpkins on the back porch for Halloween 2023.
When me and David went to The French Laundry	My and David's 5th wedding anniversary dinner at The French Laundry, September 2022.	Our wedding photos from 2017	David's birthday dinner last year	Our first anniversary trip to Hawaii	Game night with Alex, Maria, and Ben at our apartment. We were playing Catan.	Front row at the Taylor Swift concert with Jess and Maria, MetLife Stadium, August 2024.	Sarah's 5th birthday party with a bouncy castle in our backyard, June 18, 2022.	The beautiful homemade pasta I made for our anniversary dinner at home, February 14th, 2024.
our anniversary this month	My partner David and I having a picnic at Golden Gate Park on our anniversary, June 4th, 2024.	David's birthday dinner last month	Hiking at Muir Woods with David	Our first date at the coffee shop	My wedding anniversary dinner with Alex at 'The French Laundry', November 5th, 2024.	At the Taylor Swift concert with Chloe and Maria, MetLife Stadium, July 2024.	Game night with the crew at our apartment. We were playing a very intense game of Catan. February 2024.	The kids, Leo and Mia, hunting for Easter eggs in Grandma's backyard, April 2024.
Show me the 2023 offsite	Team-building event at the company offsite retreat in the mountains, October 2023.	The office holiday party from December	A normal day at the office	Family vacation in the mountains	Video of the massive thunderstorm we watched from our covered porch last summer, August 2023. The lightning was incredible.	My proposal to Emily on the beach in Santorini at sunset, July 2022.	The family building a sandcastle on My Khe Beach in Da Nang, July 2022.	Hiking the 'Mist Trail' in Yosemite with Mark and David, August 2022.
When we went to La Trattoria for our anniversary	Our 5th anniversary dinner at that Italian place downtown with the fairy lights, 'La Trattoria'. September 21, 2023.	Valentine's Day dinner from 2023	Our first date at the coffee shop	Our anniversary dinner we cooked at home	The kids, Maya and Sam, carving pumpkins on our front porch for Halloween, October 2023. They made a mess.	Our cat, Mittens, hiding in a cardboard box in the study, winter 2022.	Sunrise over the Grand Canyon during our road trip, May 2023. Me and Sarah.	The whole family carving pumpkins on the front porch for Halloween, 2023.
Mark's big 3-0 celebration	Celebrating Mark's 30th birthday at that rooftop bar downtown, last summer.	My 30th birthday party	New Year's Eve party downtown	Photos from Mark's wedding	Me, Jess, and Alex at the Taylor Swift concert at MetLife Stadium. May 2023.	Hiking to the summit of Eagle Peak with Dad, watching the sunrise. Fall 2022.	My messy desk showing the new monitor setup, right after I built my PC, May 2023.	My first successful tomato harvest from the backyard garden. August 2024.
Me and Michael at La Trattoria	Celebrating our 5th wedding anniversary dinner with my husband, Michael, at 'La Trattoria'.	Michael's birthday dinner	Our wedding photos from 5 years ago	Valentine's day dinner at home	Building the new bookshelf for the study with my dad over the weekend. April 2024.	The whole family at Shibuya Crossing in Tokyo, Japan, surrounded by neon lights. April 2023.	Hiking with Emily and Tom at Zion National Park, summer 2022.	The moment David proposed to me at sunset on the beach in Maui, Hawaii. August 2021.
That proud moment when Leo finally got it in Central Park	Video of my son Leo riding his new red bike without stabilizers for the first time in Central Park, May 2023.	Leo getting his first bike for his birthday	Family bike ride along the river	My daughter Emily learning to rollerblade	Olivia's school play where she was a tree, December 2023.	Me, Sarah, and Mark under the cherry blossoms in Kyoto, Japan, Spring 2023.	Thanksgiving dinner at Grandma Helen's house, November 2023. The whole family is around the dining table.	Video of The National performing 'Bloodbuzz Ohio' live at the Greek Theatre. Alex and I were there, September 2024.
Dad's 60th birthday dinner	Dad's 60th surprise birthday party at 'La Trattoria' Italian restaurant, November 12, 2022.	Mom's 60th birthday party	Dad's retirement party from last year	Family Christmas dinner in 2022	Leo's 1st birthday party in our backyard, July 15, 2023. He's smashing his cake.	New Year's Eve 2024 party at Chloe's apartment with the whole friend group.	Sarah's 30th surprise birthday party at The Local pub. She was so shocked! May 2023.	Watching the incredible sunset over the Grand Canyon during our cross-country road trip, July 2023.
Dinner with friends at Sushi Zen last month	A group of us trying the Omakase menu at 'Sushi Zen' downtown, last month, March 2024.	Making sushi at home	My birthday dinner at the Italian restaurant	Lunch with my coworkers last week	My wedding anniversary dinner with Alex at 'The French Laundry', November 5th, 2024.	Baby Leo's very first wobbly steps in the living room, January 15, 2024. He was so proud of himself!	Photo of me holding the medal after finishing the Chicago Marathon, looking exhausted but happy. October 9, 2022.	Video recording of me presenting the Q3 project results at the company all-hands meeting, September 15, 2024.
NYE at Chloe's place	Watching the New Year's Eve fireworks over the harbor from our friend Chloe's balcony. Ringing in 2023.	Fourth of July fireworks at the park	Chloe's birthday party last year	Christmas party 2022	Team-building scavenger hunt during the company offsite in Austin, Texas. June 2023.	The whole family gathered for Thanksgiving dinner at Grandma's house, November 2024. Uncle Dave is carving the turkey.	Baby Leo's first steps in the living room, surrounded by his toys, March 5, 2024.	The kids carving pumpkins on the back porch for Halloween last year.
Photos with my colleagues at the conference center	My team at the annual company holiday party, held at the downtown conference center, December 2023.	Team outing to the baseball game	A regular weekly meeting with my team in the office	My friend's New Year's Eve party	Game night with Maria and Chris at our apartment, playing Settlers of Catan, last Friday night.	The before and after photos of painting the living room that 'Serene Blue' color in August 2022.	Camping trip with Mark and Sarah at Yosemite National Park, making s'mores by the fire, August 2023.	Photos of me and my husband, David, watching the sunset from Oia, Santorini, Greece during our anniversary trip in September 2023.
My friends in my apartment last winter	Game night with Mark, Jess, and Tom in my apartment, playing Settlers of Catan, January 2024.	Movie night with just Jess and me	New Year's Eve party at Mark's house	Playing Mario Kart with Tom	Me and David in front of the Eiffel Tower during our anniversary trip to Paris, spring 2023.	Leo's 5th birthday party at the local park, with the dinosaur-themed cake, June 2023.	A photo of the sunrise over the lake from our back deck, with a cup of coffee on the railing. A quiet morning in August.	My cat, Mittens, curled up sleeping in a sunbeam on the living room rug.
When David proposed in Maui.	The moment David proposed to me at sunset on the beach in Maui, Hawaii. August 2021.	Our wedding day photos.	Our first date anniversary dinner.	Vacation in Florida with David.	Our wedding ceremony at the botanical gardens, June 15, 2022. Sarah looked so beautiful.	My friends and I having a bonfire and BBQ at Jen's lake house for the 4th of July weekend.	Me and Sarah with the Eiffel Tower in the background during our Paris trip, summer 2022.	Baby Leo taking his first steps in the living room, March 2022.
Our anniversary trip to the mountains	My wife Anna and I hiking at Yosemite National Park during the fall, with all the colorful leaves.	Ski trip with friends in Colorado	Beach vacation with Anna in Hawaii	Camping by the lake last summer	Our cat, Mittens, napping in a patch of sunlight on the living room rug.	Our cat, Mittens, sleeping in a sunbeam on the living room rug, a quiet Tuesday afternoon.	Our cat, Jasper, napping in a sunbeam on the kitchen floor.	Game night with Alex, Maria, and Ben at our apartment, January 2024. We were playing Catan.
Me and Sarah on that big mountain trip	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, August 2019.	Our honeymoon in Bali	Hiking in the Rocky Mountains with my family	Sarah's solo trip to Europe	Our black cat, Shadow, curled up sleeping in the sunbeam on the living room rug.	Thanksgiving dinner at Grandma Helen's house, November 2023. The whole family is around the dining table.	Game night with Alex, Maria, and Ben at our apartment. We were playing Catan.	At David's 30th birthday party, a surprise barbecue in his backyard last August.
My cousin's wedding a few years ago	My cousin Sarah's wedding reception, dancing with my grandparents, held at the Grand Ballroom in May 2021.	My own wedding photos	Sarah's bridal shower	My grandparents' 50th anniversary party	Video of Sophie playing 'Twinkle Twinkle Little Star' on the piano at her first recital, December 2023.	Baby Leo's first steps in the living room, surrounded by his toys, March 5, 2024.	Leo's first birthday party at grandma's house, with the dinosaur-themed cake, May 2023.	Leo's first birthday party in the backyard, June 4th, 2023. He's smashing his cake.
When Emily started walking	Baby Emily's first steps! She walked from the couch to the coffee table in the living room, January 2024.	Emily's first birthday party	Video of Emily crawling around the house	Audio clip of Emily's first words	Our calico cat, Jasper, sleeping in a cardboard box that's way too small for him.	Painting the nursery a soft yellow color before Emily was born.	Liam's first steps in the living room, March 15, 2022. He walked from the couch to me!	Me and my husband painting the nursery a light blue before our daughter Maya was born, spring 2022.
That rooftop bar last summer	Celebrating Mark's 30th birthday at that rooftop bar downtown, last summer.	My 30th birthday party	New Year's Eve party downtown	Photos from Mark's wedding	Finished my first marathon, crossing the finish line at the Chicago Marathon, October 2022.	Video of the sunset over Lake Michigan during our trip to Chicago, summer 2022.	Playing the board game 'Catan' with Alex and Maria at their new apartment, a weekend night in February 2024.	The kids carving pumpkins on the kitchen floor for Halloween, October 2023.
Hiking with David and Chloe in 2021.	Hiking the Inca Trail to Machu Picchu with David and Chloe, Peru, July 2021.	Our beach vacation in Mexico.	City tour of Lima, Peru.	Hiking in Yosemite with my family.	Video of baby Leo taking his first steps in the hallway, January 2024.	Audio recording of Grandma telling her story about immigrating to America, recorded on my phone, January 15, 2021.	Playing the board game 'Catan' with Alex and Maria at their new apartment, a weekend night in February 2024.	Me crossing the finish line at the Chicago Marathon, exhausted but happy. October 9, 2022.
The kids building a sandcastle	The kids, Leo and Mia, building a massive sandcastle at Cannon Beach last summer.	The kids swimming in the community pool	Leo's 5th birthday party at the park	Family picnic by the lake	At the Taylor Swift concert with Chloe and Maria, MetLife Stadium, July 2024.	Our Friendsgiving dinner party at the new apartment, November 2023.	Video of The National performing 'Bloodbuzz Ohio' live at the Greek Theatre. Alex and I were there, September 2024.	Photo of me crossing the finish line at the Chicago Marathon, October 2023.
that perfect sourdough bread I made in January	My first successful sourdough loaf, came out of the oven looking perfect. January 15, 2024.	baking cookies with the kids	my failed attempt at making croissants	store-bought artisan bread from the farmers market	Video of me finally landing a kickflip on my skateboard at the local skatepark last spring.	Presenting the Q3 project results at the company offsite in Lake Tahoe, September 2023.	Leo's first birthday party at grandma's house, June 2022. He's smashing the cake.	Team dinner celebrating the 'Apollo' project launch at 'The Italian Place' downtown. March 15, 2022.
Mittens being lazy on the living room floor	Our cat, Mittens, napping in a sunbeam on the new blue rug.	our dog playing in the backyard	Mittens hiding in a cardboard box	the kids playing on the blue rug	Video of Lily's first school play where she was a tree, December 2023.	Voice clip of my kids laughing uncontrollably after I told them a silly dad joke in the car on the way to school, maybe from last winter.	Video recording of me presenting the Q3 project results at the company all-hands meeting, September 15, 2024.	Team dinner celebrating the 'Apollo' project launch at 'The Italian Place' downtown. March 15, 2022.
When our son Leo started walking	Baby Leo taking his first steps in our living room, March 2023.	Leo's first birthday party	Pictures of Leo crawling	Sarah taking her first steps	My daughter Maya's 5th birthday party in our backyard, with the bouncy castle, June 2023.	My 30th birthday party at The Ainsworth rooftop bar, with all my friends, June 10, 2024.	Making smiley-face pancakes with the kids on a lazy Saturday morning, January 2024.	Painting the nursery a light blue color before Olivia was born, January 2024.
the family at Oak Valley Vineyard for the wedding	My sister Emily's wedding at Oak Valley Vineyard. I was a bridesmaid in a green dress. June 10, 2023.	My cousin Anna's wedding	Emily's college graduation party	Our family vacation to Napa Valley	My daughter Chloe's first birthday party in our backyard, May 15, 2022.	Video of baby Mia laughing uncontrollably at our dog, Buster, drinking water.	The whole family carving pumpkins on the back porch for Halloween 2022.	Me and Tom working on the project car, the '68 Mustang, in the garage. March 15, 2024.
Mittens on the new rug	Our cat, Mittens, sleeping in a sunbeam on the new blue rug.	Our dog Luna playing in the yard	Mittens playing with her toy mouse	The cat sitting on the windowsill watching birds	Family trip to the Grand Canyon, Summer 2022. Standing at Mather Point at sunset.	My cat, Mittens, sleeping inside a cardboard box on the living room floor.	Our black cat, Shadow, curled up sleeping in the sunbeam on the living room rug.	Before and after photos of me painting the guest bedroom from beige to a deep blue, Winter 2021.
Photos with Sarah and Mark in France	Me and my friends Sarah and Mark in front of the Eiffel Tower, Paris trip, June 2023.	Family vacation in Italy	Trip to London with my sister two years ago	Photos of the Statue of Liberty	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, May 2022.	Sarah and Mike's wedding ceremony at the beach in Maui, Hawaii, June 15, 2022.	View from the summit of Mount Beacon after our hike, overlooking the Hudson Valley, Fall 2023.	The kids, Liam and Chloe, playing inside a huge pillow fort they built in the living room on a rainy Saturday.
that cute picture of mittens napping	Our cat, Mittens, sleeping in a sunbeam on the living room rug. Just a quiet Tuesday afternoon.	Our dog playing in the yard	Mittens playing with a toy mouse	The cat hiding under the bed	My daughter Maya's 5th birthday party in our backyard, with the bouncy castle, June 2023.	Me, Sarah, and Mark at the Colosseum in Rome, Italy, summer 2022.	The kids, Maya and Leo, having a flour fight while baking cookies in the kitchen, Saturday afternoon.	Our black cat, Shadow, sleeping in a sunbeam on the blue rug in the office. Afternoon, Fall 2023.
Me and David hiking a couple years ago	The amazing view from the top of Mount Beacon after our hike with David, Fall 2021.	Our beach trip in summer 2021	Skiing with David last winter	Hiking in the Grand Canyon	Emily's 30th birthday surprise party at The Rooftop Bar, June 8, 2024.	Game night with Alex, Maria, and Ben at our apartment, January 2024. We were playing Catan.	Painting the baby's nursery a light blue color, weekend in May 2023. Me and my partner with rollers and paint trays.	Our beagle, Cooper, digging frantically in the sand at Cannon Beach, Oregon. August 2023.
Halloween 2024 photos	The kids in their superhero costumes trick-or-treating in our neighborhood, Halloween 2024.	The kids' school Christmas play	Carving pumpkins in the kitchen	Fourth of July fireworks in the backyard	Our cat, Mittens, sleeping in a sunbeam on the new blue rug in the living room.	Hiking the Inca Trail to Machu Picchu with David and Chloe, Peru, July 2021.	My daughter Chloe's first steps in the living room, March 2022.	Baby Leo taking his first steps in the living room, March 15, 2024.
The wedding from August 2024	At Mike and Emily's wedding, dancing with the bridesmaids. August 6, 2024, at the vineyard.	My sister Anna's wedding	Mike's bachelor party	New Year's Eve party at the vineyard	Me and my friends Sarah and Mark in front of the Eiffel Tower, Paris trip, June 2023.	My first time successfully riding a bike without training wheels, Central Park, Summer 2019.	Video of The National performing 'Bloodbuzz Ohio' live at the Greek Theatre. Alex and I were there, September 2024.	The kids, Leo and Mia, making a mess carving pumpkins in the backyard for Halloween 2021.
Alex and I at the concert in September	Video of The National performing 'Bloodbuzz Ohio' live at the Greek Theatre. Alex and I were there, September 2024.	Listening to The National album at home	The music festival we went to in 2022	Alex's band playing at a local bar	The day I bought my first car, a red Toyota Camry, posing in front of the dealership, August 2020.	Our cat, Mittens, sleeping curled up in a clean laundry basket.	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, August 2022.	Sarah's 30th surprise birthday party at The Local pub. She was so shocked! May 2023.
